name,inventory_type,extant_status,street_address,neighborhood,city,postal_code,explore_url,wikipedia_url,explore_id,identifier:mihp,building_use,associated_people,associated_organizations,full_description,year_built,chap_district,city_council_district,latitude,longitude,stabilization_potential,at_risk,featured-context,year_nonextant,year_start_significance,year_end_significance,property_type,related_context,related_theme,alternate_name,marker-color,marker-symbol,featured_description,description_source,description_status,state,geo_accuracy,marker-size,related_sources,chap_landmark,nr_district_contributing,nr_district,nr_landmark,image_url_manual,image_caption,image_credit,tags,streetview_url,streetname,possible_duplicate,explore_todo,Record Created
Oblates,district,Unknown,,,Baltimore County,,,,,,,,,"This district includes only the Oblate Sisters of Providence boarding school, constructed in 1962. The Oblate Sisters of Providence were the first Catholic order for African American women.",,,,39.23747200,-76.71491100,,,,,,,,,Housing,,,,,,,MD,,medium,,,,,,http://www.prattlibrary.org/uploadedImages/www/locations/central/african_american/Map_Images/oblates.jpg,Education building.,E.H.T. Traceries/Baltimore County Office of Planning,,"https://maps.google.com/?layer=c&cbll=39.237472,-76.714911",,,,7/20/2017 12:48pm
Oella,district,Unknown,,,Baltimore County,,,"https://en.wikipedia.org/wiki/Oella,_Maryland",,,,,,"African American families settled in this area as early as the 1600s. It was the birthplace of Benjamin Banneker, the African American scientist and inventor. The buildings in the neighborhood today date to the 1860s through 1940s.",,,,39.27203200,-76.77555100,,,,,,,,,Housing,,,,,,,MD,,medium,,,,,,http://www.prattlibrary.org/uploadedImages/www/locations/central/african_american/Map_Images/oella.jpg,Early 20th century residence on Oella Avenue.,E.H.T. Traceries/Baltimore County Office of Planning,,"https://maps.google.com/?layer=c&cbll=39.272032,-76.775551",,,,7/20/2017 12:48pm
Old Pine Street Police Station,building,Extant,214 N. Pine Street,University Of Maryland,Baltimore,21201,https://explore.baltimoreheritage.org/items/show/113,https://en.wikipedia.org/wiki/Old_Pine_Street_Station,113,B-3613,Civic building,,,This police station was used to hold female student activists following their arrests. It is also associated with Baltimore's history of racially biased policing.,1877-1878,,11,39.29144900,-76.62710000,,,,,,,Conflict Center,,Criminal Injustice,"Old Western Police Station, Old Pine Street Police Station",d63b0e,police,,Maryland Inventory of Historic Places,notes,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.291449,-76.6271",,,,7/20/2017 12:48pm
Old Southwestern District Police Station,building,Extant,200-206 S. Calhoun Street,New Southwest/Mount Clare,Baltimore,21223,https://explore.baltimoreheritage.org/items/show/503,,503,,Police station,,,,,Union Square,9,39.28533200,-76.63960600,,,,,,,,,,,d63b0e,police,,,missing,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.285332,-76.639606",,,,7/20/2017 12:48pm
Old St. Paul's Lutheran Church,building,Extant,1601 Druid Hill Avenue,Upton,Baltimore,21217,,,,B-2970,Religious building,,,,1872,Upton's Marble Hill,11,39.30465530,-76.63144150,,,,,1920s?,,,1905-1929,,Trinity Baptist Church,d63b0e,religious-christian,,Maryland Inventory of Historic Places,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3046553,-76.6314415035952",Druid Hill,Y,,7/20/2017 12:48pm
Old Town Friends' Meeting House,building,Extant,1201 E. Fayette Street,,Baltimore,21202,https://explore.baltimoreheritage.org/items/show/203,https://en.wikipedia.org/wiki/Old_Town_Friends%27_Meetinghouse,203,,,,,,,,,39.29184700,-76.60340260,,,,,,,,,,,,,,,,MD,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.291847,-76.6034026",,,,7/20/2017 12:48pm
Operation Champ Administrative Offices (Sellers Mansion),building,Extant,801 N. Arlington Street,Harlem Park,Baltimore,21217,,,,,Office building,,Operation CHAMP,,,,9,39.29844700,-76.63540700,,,,,,,,,,,d63b0e,suitcase,,,missing,MD,9,medium,,Contributing (Old West Baltimore NR HD),,,,,,,,"https://maps.google.com/?layer=c&cbll=39.298447,-76.635407",,,,7/20/2017 12:48pm
Orchard Street United Methodist Church,building,Extant,516 Orchard Street,Seton Hill,Baltimore,21201,https://explore.baltimoreheritage.org/items/show/167,https://en.wikipedia.org/wiki/Orchard_Street_United_Methodist_Church,167,B-1401,Religious building,,,"Originally erected on this site in 1837, Orchard Street United Methodist Church was substantially rebuilt in 1859 and 1882.",1837/1859/1882,,11,39.29747355,-76.62400304,,,1831-1870,,N/A,,,"1831-1870,1870-1905,1905-1929,1929-1954,1954-1968",,"Metropolitan M.E. Church, Baltimore Urban League",d63b0e,religious-christian,,Maryland Inventory of Historic Places,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2974735512233,-76.6240030362209",,,,7/20/2017 12:48pm
Overlea,district,Unknown,,,Baltimore County,,,"https://en.wikipedia.org/wiki/Overlea,_Maryland",,,,,,This African American neighborhood was developed as a residential community in the early 20th century.,,,,39.35762800,-76.52325200,,,,,,,,,Housing,,,,,,,MD,,medium,,,,,,http://www.prattlibrary.org/uploadedImages/www/locations/central/african_american/Map_Images/overlea.jpg,A row of homes built in the early 20th century.,E.H.T. Traceries/Baltimore County Office of Planning,,"https://maps.google.com/?layer=c&cbll=39.357628,-76.523252",,,,7/20/2017 12:48pm
Patterson Park,landscape,Extant,Patterson Park,Patterson Park,Baltimore,,,https://en.wikipedia.org/wiki/Patterson_Park,,,Park,,,"On July 27, 1966 1,000 people participated in a rally in Patterson Park organized by local National States' Rights Party (NRSP) activists Joseph Carroll and Richard Norton with a speech by Connie Lynch. At the rally, Lynch criticized those he identified as ""enemies of the white race."" When violence followed the rally, the Baltimore police arrested Carroll, Norton and Lynch and Circuit Court Judge William J. O'Donnell issued an injunction against the NSRP holding further demonstrations.",,,1,39.28983300,-76.57627600,,,,,1966,,,1954-1968,,,d63b0e,park2,,,draft,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.289833,-76.576276",,,,7/20/2017 12:48pm
Paul Laurence Dunbar High School,building,Extant,1400 Orleans Street,Dunbar-Broadway,Baltimore,21231,,"https://en.wikipedia.org/wiki/Paul_Laurence_Dunbar_High_School_(Baltimore,_Maryland)",,,School,,,,,,12,39.29527030,-76.59871487,,,,,,,,,,,d63b0e,school,,,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2952703,-76.5987148668135",,,,7/20/2017 12:48pm
Pennsylvania Avenue,district,Extant,Pennsylvania Avenue,Upton,Baltimore,,,,,,Neighborhood,,,,,,11,39.30382400,-76.63500000,,,,,,,,,Employment,,d63b0e,town,,,missing,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.303824,-76.635",,,,7/20/2017 12:48pm
Pennsylvania Avenue A.M.E. Zion Church,building,Extant,1124 Pennsylvania Avenue,Upton,Baltimore,21201,,,,B-2988,Religious building,,,,,,11,39.29886641,-76.62899687,,,,,,,,,,,d63b0e,religious-christian,,Maryland Inventory of Historic Places,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2988664098822,-76.6289968650821",,,,7/20/2017 12:48pm
People's Free Clothing Program,building,Nonextant,1829 Edmondson Avenue,Harlem Park,Baltimore,21223,,,,,,,Black Panther Party (Baltimore Chapter),,,,9,39.29493500,-76.64686900,,,,,,,,1968-1976,,,,,,,notes,MD,,medium,http://www.itsabouttimebpp.com/Chapter_History/pdf/Baltimore/Baltimore_Chapter.pdf,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.294935,-76.646869",,,,7/20/2017 12:48pm
Phoenix Building,building,Nonextant,4  E. Redwood Street,Downtown,Baltimore,,,,,,Commercial building,,,"Thurgood Marshall’s office in Baltimore was located in the Phoenix Building at the corner of Charles and East Redwood streets. His private practice never flourished, however, as his clientele often could not afford to pay for his services. Moreover, Marshall was increasingly drawn towards civil rights cases through the influence of his mentor, Charles Hamilton Houston. As early as 1935, he was working with Houston on desegregating the University of Maryland’s School of Law.",,,11,39.28892200,-76.61479100,,,,,,,,1929-1954,,,f59477,suitcase,,pointheritagedevelopmentconsulting_learning_2010,draft,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.288922,-76.614791",,,,7/20/2017 12:48pm
Piney Grove,district,Unknown,,,Baltimore County,,,,,,,,,"This mid 19th century community is focused around the Piney Grove Church (now the Piney Grove United Methodist Church), built in about 1850, and the Piney Grove Schoolhouse, built in 1872. Today, no African Americans live in Piney Grove.",,,,39.52526300,-76.82086900,,,,,,,,,Housing,,,,,,,MD,,medium,,,,,,http://www.prattlibrary.org/uploadedImages/www/locations/central/african_american/Map_Images/pineygrove.jpg,"Cemetery, Piney Grove United Methodist Church. E.H.T. Traceries for the Baltimore County Planning Commission.",E.H.T. Traceries/Baltimore County Office of Planning,,"https://maps.google.com/?layer=c&cbll=39.525263,-76.820869",,,,7/20/2017 12:48pm
"Pool No. 2, Druid Hill Park",landscape,Partial,2600 Madison Avenue,Druid Hill Park,Baltimore,21217,https://explore.baltimoreheritage.org/items/show/500,,500,,Park,,,,,,7,39.32085730,-76.63406112,,,,,,,Conflict Center,,Public Accommodation,,d63b0e,swimming,,sarapatenaude_playing_2011,missing,MD,swimming_pool,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3208573,-76.6340611247765",Madison,,,7/20/2017 12:48pm
President Street Station,building,Extant,601 President Street,Inner Harbor,Baltimore,,,https://en.wikipedia.org/wiki/President_Street_Station,,,,,,,,,1,39.28402880,-76.60247058,,,,,,,,,,,,museum,,,,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.2840288,-76.60247058",,,,7/20/2017 12:48pm
Preston Gardens,landscape,Extant,Saratoga Street and Saint Paul Street,Downtown,Baltimore,21202,,https://en.wikipedia.org/w/index.php?title=Preston_Gardens&redirect=no,,B-2237,Garden/Park,,,The development of Preston Garden and the later construction of the Orleans Street viaduct demolished a significant number of African American homes and businesses in the vicinity of Courtland Street.,1917,,11,39.29234600,-76.61353600,,,1905-1929,,,,Conflict Center,1905-1929,Housing,Preston Terraces; Preston's Folly,d63b0e,garden,,Maryland Inventory of Historic Places,notes,MD,3,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.292346,-76.613536",,,,7/20/2017 12:48pm
Prince Hall Masonic Lodge,building,Extant,1301-1305 Eutaw Place,Bolton Hill,Baltimore,21217,https://explore.baltimoreheritage.org/items/show/100,https://en.wikipedia.org/wiki/Eutaw_Place_Temple,100,B-822,Community building,,,"Originally built as the Temple Oheb Shalom, the building was sold to Prince Hall Masons in 1960. During the 1960s, Martin Luther King, Jr. came and spoke at this location.",1892,Bolton Hill,11,39.30420700,-76.62618900,,,,,1960,,Community Group,"1929-1954,1954-1968,1968-1976",Voting,Temple Oheb Shalom,d63b0e,place-of-worship,,Maryland Inventory of Historic Places,notes,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.304207,-76.626189",,,,7/20/2017 12:48pm
Princess Theater,building,Nonextant,1517-1521 E. Eager Street,Fells Point,Baltimore,21205,,,,B-3970,Religious building,,,"Built in 1916, the Priness Theater operated as a movie theater until about 1929-1930. By 1936, the building was occupied as Zion Baptist Church. Zion Baptist merged with New Friendship Baptist Church in 1949. The building was demolished after 1987.",1916,Fells Point,1,39.28471000,-76.59612000,,,,c. 1987,1916,1930,,1905-1929,Public Accommodation,"New Friendship Baptist Church, Zion Baptist Church",f59477,theatre,,Maryland Inventory of Historic Places,draft,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.28471,-76.59612",,,,7/20/2017 12:48pm
Providence Baptist Church,building,Extant,1401 Pennsylvania Avenue,Upton,Baltimore,21217,,,,,Religious building,,,"In 1955, Rev. Marcus Wood of Provident Baptist Church served as the committee chair for the Committee for CIvil Rights Legislation. Rev. Wood wrote a letter with Lillie Mae Carroll Jackson to black Baltimore pastors urging them to encourage their congregations to write to their representatives in support of a bill before the General Assembly designed to end religious and racial segregation in public accomodations and employment.",,,11,39.30167770,-76.63178476,,,,,,,Strategy Center,"1929-1954,1954-1968,1968-1976",,,d63b0e,religious-christian,,davidmilobsky_power_1994,excerpt,MD,place_of_worship,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3016777,-76.6317847614237",,,,7/20/2017 12:48pm
Psalmist Baptist Church,building,Extant,1308 Riggs Avenue,Sandtown-Winchester,Baltimore,21217,,,,B-4437,Religious building,,,Greater New Hope Baptist Church purchased the building in 1964 and then in 1974 the Wayside Baptist Church purchased the building.,1901-1914,,9,39.30128380,-76.63942960,,,,,,,,,,Wayside Baptist Church of Baltimore,d63b0e,religious-christian,,Maryland Inventory of Historic Places,notes,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3012838,-76.6394296",,,,7/20/2017 12:48pm
Public School No. 103,building,Extant,1315-1327 Division Street,Upton,Baltimore,21217,https://explore.baltimoreheritage.org/items/show/75,,75,B-2958,School,,,"The school at 1315 Division Street was constructed by order of Baltimore’s Board of School Commissioners between 1876 and 1877 to address overcrowding in the Male and Female Grammar School No. 6 on Druid Hill Avenue. In 1910, the building was converted to a “colored” school, absorbing the overflow from nearby Public School No. 112, located at Carey and Chappelle streets. In March 1911, the school was designated as No. 103, a “colored” school with 14 teachers, male and female, and 566 students. The school was closed in the early 1970s, when the new No. 125 was built at Dolphin St. and Pennsylvania Avenue. In 1972, the Upton Planning Committee began leasing the building for use as office space to house the organization’s community services and continued to occupy the building up through the 1990s.",1877,,11,39.30162000,-76.63011200,,checked,1905-1929,,1911,1971,,"1870-1905,1905-1929,1929-1954",Education,"Henry Highland Garnet Public School No. 103; Lighthouse, Inc. Building; Public School No. 103; Old School #6, Public School No. 6",d63b0e,school,,pointheritagedevelopmentconsulting_learning_2010,excerpt,MD,8,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.30162,-76.630112",,,,7/20/2017 12:48pm
Public School No. 109,building,Nonextant,825 N. Broadway,Gay Street,Baltimore,21205,,,,B-3929,School,,,The historically black PS 109 remained in use as school up through 1970s but was demolished after 2003 for the East Baltimore Development Initiative and the expansion of the Johns Hopkins Hospital complex.,1876,,12,39.30014615,-76.59442576,,,1870-1905,2003,?,1970s,,"1870-1905,1905-1929,1929-1954",Education,The Broadway School,f59477,school,,Maryland Inventory of Historic Places,notes,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3001461463415,-76.5944257560976",,,,7/20/2017 12:48pm
Public School No. 111,building,Extant,1024 N. Carrollton Avenue,Sandtown-Winchester,Baltimore,21217,,https://en.wikipedia.org/wiki/Public_School_No._111,,B-3930,School,,,,1889,,9,39.30092165,-76.63769235,,checked,1870-1905,,,,,"1870-1905,1905-1929,1929-1954",Education,Francis Ellen Harper School,d63b0e,school,,Maryland Inventory of Historic Places,missing,MD,house,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.30092165,-76.6376923458363",,?,,7/20/2017 12:48pm
Public School No. 112,building,Unknown,,Sandtown-Winchester,Baltimore,,,,,B-4468,School,,,First black public school in the city? School 112 at Calhoun and Laurens. See B-4469.) ,,,7,39.30332400,-76.64036000,,,,,,,,,Education,,f7a38b,school,,,notes,MD,,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.303324,-76.64036",,,,7/20/2017 12:48pm
Public School No. 126,building,Extant,823 Sharp Street,Otterbein,Baltimore,21230,,,,B-2950,School,,,Public School #126 was designed by J.J. Husband of Avery & Husband who created the prototypical models for grammar and primary schools for Baltimore. This school served the African American residents of South Baltimore in the neighborhood now known as Sharp Leadenhall.,1867,,11,39.27982900,-76.61799000,,,,,,,,"1870-1905,1905-1929,1929-1954",Education,Grammar School #4,d63b0e,school,,Maryland Inventory of Historic Places,notes,MD,8,medium,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.279829,-76.61799",,,,7/20/2017 12:48pm
Pythian Castle,building,Nonextant,1432 Pennsylvania Avenue,Upton,Baltimore,21217,,,,,,,,,,,11,39.30168312,-76.63249906,,,,,,,,,,,f59477,building,,,missing,MD,house,medium,Coleman Directories,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.3016831176471,-76.6324990588235",,,,7/20/2017 12:48pm
